created_at,PM1.0_CF1_ug/m3,PM2.5_CF1_ug/m3,PM10.0_CF1_ug/m3,UptimeMinutes,RSSI_dbm,Temperature_F,Humidity_%,PM2.5_ATM_ug/m3,
2019-04-23 00:00:00 UTC,13.04,20.20,23.53,1394.00,-66.10,80.71,30.36,19.05,
2019-04-23 00:00:00 UTC,13.04,20.20,23.53,1394.00,-66.10,80.71,30.36,19.05
2019-04-24 00:00:00 UTC,7.39,13.26,17.69,466.32,-68.86,81.67,30.04,13.20,
2019-04-24 00:00:00 UTC,7.39,13.26,17.69,466.32,-68.86,81.67,30.04,13.20
2019-04-25 00:00:00 UTC,1.19,2.66,4.34,895.87,-66.64,81.16,28.18,2.66,
2019-04-25 00:00:00 UTC,1.19,2.66,4.34,895.87,-66.64,81.16,28.18,2.66
2019-04-26 00:00:00 UTC,10.56,17.06,20.11,2334.70,-67.78,79.79,29.71,14.17,
2019-04-26 00:00:00 UTC,10.56,17.06,20.11,2334.70,-67.78,79.79,29.71,14.17
2019-04-27 00:00:00 UTC,2.25,3.97,5.38,2932.11,-67.92,78.93,27.40,3.89,
2019-04-27 00:00:00 UTC,2.25,3.97,5.38,2932.11,-67.92,78.93,27.40,3.89
2019-04-28 00:00:00 UTC,1.20,2.42,3.67,988.67,-67.15,79.79,26.38,2.42,
2019-04-28 00:00:00 UTC,1.20,2.42,3.67,988.67,-67.15,79.79,26.38,2.42
2019-04-29 00:00:00 UTC,2.82,4.83,6.25,1296.23,-66.03,78.99,28.06,4.83,
2019-04-29 00:00:00 UTC,2.82,4.83,6.25,1296.23,-66.03,78.99,28.06,4.83
2019-04-30 00:00:00 UTC,6.01,9.89,12.14,524.22,-61.31,78.33,28.28,9.47,
2019-04-30 00:00:00 UTC,6.01,9.89,12.14,524.22,-61.31,78.33,28.28,9.47
2019-05-01 00:00:00 UTC,4.60,7.63,9.57,1885.51,-66.34,78.64,29.91,7.63,
2019-05-01 00:00:00 UTC,4.60,7.63,9.57,1885.51,-66.34,78.64,29.91,7.63
2019-05-02 00:00:00 UTC,3.50,6.38,8.70,438.44,-63.90,79.02,29.78,6.30,
2019-05-02 00:00:00 UTC,3.50,6.38,8.70,438.44,-63.90,79.02,29.78,6.30
2019-05-03 00:00:00 UTC,3.70,6.50,8.35,883.08,-62.73,79.11,28.82,6.36,
2019-05-03 00:00:00 UTC,3.70,6.50,8.35,883.08,-62.73,79.11,28.82,6.36
2019-05-04 00:00:00 UTC,1.80,4.15,6.83,613.99,-61.90,78.87,25.58,4.14,
2019-05-04 00:00:00 UTC,1.80,4.15,6.83,613.99,-61.90,78.87,25.58,4.14
2019-05-05 00:00:00 UTC,7.95,12.78,15.33,1813.60,-61.99,76.90,24.86,10.46,
2019-05-05 00:00:00 UTC,7.95,12.78,15.33,1813.60,-61.99,76.90,24.86,10.46
2019-05-06 00:00:00 UTC,3.86,6.65,8.76,401.05,-67.59,79.43,24.62,6.64,
2019-05-06 00:00:00 UTC,3.86,6.65,8.76,401.05,-67.59,79.43,24.62,6.64
2019-05-07 00:00:00 UTC,3.91,6.27,7.64,953.44,-61.26,78.63,27.46,6.27,
2019-05-07 00:00:00 UTC,3.91,6.27,7.64,953.44,-61.26,78.63,27.46,6.27
2019-05-08 00:00:00 UTC,7.65,12.10,14.24,1298.61,-61.94,79.16,28.35,10.07,
2019-05-08 00:00:00 UTC,7.65,12.10,14.24,1298.61,-61.94,79.16,28.35,10.07
2019-05-09 00:00:00 UTC,12.28,27.41,44.40,1127.21,-59.14,78.94,30.90,21.39,
2019-05-09 00:00:00 UTC,12.28,27.41,44.40,1127.21,-59.14,78.94,30.90,21.39
2019-05-10 00:00:00 UTC,3.57,6.30,8.37,613.95,-65.01,79.95,29.88,6.30,
2019-05-10 00:00:00 UTC,3.57,6.30,8.37,613.95,-65.01,79.95,29.88,6.30
2019-05-11 00:00:00 UTC,3.64,6.15,7.77,1861.43,-62.14,81.01,28.53,5.87,
2019-05-11 00:00:00 UTC,3.64,6.15,7.77,1861.43,-62.14,81.01,28.53,5.87
2019-05-12 00:00:00 UTC,2.99,5.42,7.63,412.67,-57.24,79.71,27.41,5.42,
2019-05-12 00:00:00 UTC,2.99,5.42,7.63,412.67,-57.24,79.71,27.41,5.42
2019-05-13 00:00:00 UTC,2.25,3.94,5.14,1546.01,-57.09,80.33,26.72,3.94,
2019-05-13 00:00:00 UTC,2.25,3.94,5.14,1546.01,-57.09,80.33,26.72,3.94
2019-05-14 00:00:00 UTC,1.96,3.34,4.26,1708.27,-59.31,76.29,24.26,3.34,
2019-05-14 00:00:00 UTC,1.96,3.34,4.26,1708.27,-59.31,76.29,24.26,3.34
2019-05-15 00:00:00 UTC,9.25,15.97,19.48,845.13,-60.30,81.06,25.86,12.55,
2019-05-15 00:00:00 UTC,9.25,15.97,19.48,845.13,-60.30,81.06,25.86,12.55
2019-05-16 00:00:00 UTC,3.02,5.06,6.39,815.14,-56.66,80.74,25.64,5.06,
2019-05-16 00:00:00 UTC,3.02,5.06,6.39,815.14,-56.66,80.74,25.64,5.06
2019-05-17 00:00:00 UTC,3.57,6.28,8.31,795.46,-59.58,81.79,25.98,6.25,
2019-05-17 00:00:00 UTC,3.57,6.28,8.31,795.46,-59.58,81.79,25.98,6.25
2019-05-18 00:00:00 UTC,1.36,2.56,3.58,1626.62,-60.26,81.67,27.14,2.56,
2019-05-18 00:00:00 UTC,1.36,2.56,3.58,1626.62,-60.26,81.67,27.14,2.56
2019-05-19 00:00:00 UTC,3.77,6.02,7.26,3066.71,-60.56,80.56,29.56,6.02,
2019-05-19 00:00:00 UTC,3.77,6.02,7.26,3066.71,-60.56,80.56,29.56,6.02
2019-05-20 00:00:00 UTC,4.98,7.74,8.92,1044.93,-60.14,80.84,31.12,7.25,
2019-05-20 00:00:00 UTC,4.98,7.74,8.92,1044.93,-60.14,80.84,31.12,7.25
2019-05-21 00:00:00 UTC,2.16,3.70,4.69,1975.05,-62.24,80.92,28.59,3.70,
2019-05-21 00:00:00 UTC,2.16,3.70,4.69,1975.05,-62.24,80.92,28.59,3.70
2019-05-22 00:00:00 UTC,2.79,4.76,6.06,3416.22,-63.48,81.32,29.67,4.76,
2019-05-22 00:00:00 UTC,2.79,4.76,6.06,3416.22,-63.48,81.32,29.67,4.76
2019-05-23 00:00:00 UTC,11.44,18.06,21.31,4087.43,-66.70,82.27,29.40,14.46,
2019-05-23 00:00:00 UTC,11.44,18.06,21.31,4087.43,-66.70,82.27,29.40,14.46
2019-05-24 00:00:00 UTC,4.22,6.72,8.02,853.19,-68.99,82.42,28.94,6.61,
2019-05-24 00:00:00 UTC,4.22,6.72,8.02,853.19,-68.99,82.42,28.94,6.61
2019-05-25 00:00:00 UTC,3.19,5.37,6.51,400.18,-68.01,83.23,30.56,5.14,
2019-05-25 00:00:00 UTC,3.19,5.37,6.51,400.18,-68.01,83.23,30.56,5.14
2019-05-26 00:00:00 UTC,2.25,4.05,5.35,1173.59,-67.94,83.90,31.10,4.05,
2019-05-26 00:00:00 UTC,2.25,4.05,5.35,1173.59,-67.94,83.90,31.10,4.05
2019-05-27 00:00:00 UTC,2.03,3.60,4.62,1338.20,-61.08,82.19,28.30,3.40,
2019-05-27 00:00:00 UTC,2.03,3.60,4.62,1338.20,-61.08,82.19,28.30,3.40
2019-05-28 00:00:00 UTC,9.04,15.04,18.91,1415.42,-64.82,80.87,27.86,11.72,
2019-05-28 00:00:00 UTC,9.04,15.04,18.91,1415.42,-64.82,80.87,27.86,11.72
2019-05-29 00:00:00 UTC,4.57,8.05,10.46,757.80,-63.15,79.06,28.55,7.74,
2019-05-29 00:00:00 UTC,4.57,8.05,10.46,757.80,-63.15,79.06,28.55,7.74
2019-05-30 00:00:00 UTC,4.45,7.75,9.99,2087.34,-64.76,81.29,32.43,7.75,
2019-05-30 00:00:00 UTC,4.45,7.75,9.99,2087.34,-64.76,81.29,32.43,7.75
2019-05-31 00:00:00 UTC,9.21,15.68,19.18,1641.07,-64.01,81.69,32.56,11.93,
2019-05-31 00:00:00 UTC,9.21,15.68,19.18,1641.07,-64.01,81.69,32.56,11.93
2019-06-01 00:00:00 UTC,3.61,5.95,7.30,1245.00,-64.56,83.72,32.25,5.67,
2019-06-01 00:00:00 UTC,3.61,5.95,7.30,1245.00,-64.56,83.72,32.25,5.67
2019-06-02 00:00:00 UTC,2.25,3.80,4.76,2685.00,-62.20,84.79,32.40,3.80,
2019-06-02 00:00:00 UTC,2.25,3.80,4.76,2685.00,-62.20,84.79,32.40,3.80
2019-06-03 00:00:00 UTC,2.61,4.85,6.61,4125.55,-67.51,83.61,28.82,4.85,
2019-06-03 00:00:00 UTC,2.61,4.85,6.61,4125.55,-67.51,83.61,28.82,4.85
2019-06-04 00:00:00 UTC,17.19,27.35,31.17,5565.00,-68.04,83.61,30.42,19.57,
2019-06-04 00:00:00 UTC,17.19,27.35,31.17,5565.00,-68.04,83.61,30.42,19.57
2019-06-05 00:00:00 UTC,7.27,11.23,12.82,7005.36,-67.92,83.58,30.90,9.05,
2019-06-05 00:00:00 UTC,7.27,11.23,12.82,7005.36,-67.92,83.58,30.90,9.05
2019-06-06 00:00:00 UTC,0.95,1.77,2.33,8446.65,-66.17,83.01,29.09,1.77,
2019-06-06 00:00:00 UTC,0.95,1.77,2.33,8446.65,-66.17,83.01,29.09,1.77
2019-06-07 00:00:00 UTC,5.14,8.17,9.58,9883.00,-65.51,82.66,30.42,7.17,
2019-06-07 00:00:00 UTC,5.14,8.17,9.58,9883.00,-65.51,82.66,30.42,7.17
2019-06-08 00:00:00 UTC,3.50,5.66,6.91,4858.45,-63.70,82.41,30.80,5.29,
2019-06-08 00:00:00 UTC,3.50,5.66,6.91,4858.45,-63.70,82.41,30.80,5.29
2019-06-09 00:00:00 UTC,1.30,2.78,4.47,1551.00,-62.43,81.90,29.90,2.78,
2019-06-09 00:00:00 UTC,1.30,2.78,4.47,1551.00,-62.43,81.90,29.90,2.78
2019-06-10 00:00:00 UTC,8.06,13.60,16.79,2990.92,-63.26,80.94,29.96,11.96,
2019-06-10 00:00:00 UTC,8.06,13.60,16.79,2990.92,-63.26,80.94,29.96,11.96
2019-06-11 00:00:00 UTC,1.51,2.83,3.85,4430.37,-61.50,79.53,31.61,2.82,
2019-06-11 00:00:00 UTC,1.51,2.83,3.85,4430.37,-61.50,79.53,31.61,2.82
2019-06-12 00:00:00 UTC,2.94,5.65,7.85,5868.36,-61.11,79.10,32.14,5.54,
2019-06-12 00:00:00 UTC,2.94,5.65,7.85,5868.36,-61.11,79.10,32.14,5.54
2019-06-13 00:00:00 UTC,21.50,36.09,44.75,7311.22,-63.07,79.32,33.74,27.16,
2019-06-13 00:00:00 UTC,21.50,36.09,44.75,7311.22,-63.07,79.32,33.74,27.16
2019-06-14 00:00:00 UTC,2.09,4.67,7.65,8750.69,-63.36,79.96,35.59,4.67,
2019-06-14 00:00:00 UTC,2.09,4.67,7.65,8750.69,-63.36,79.96,35.59,4.67
2019-06-15 00:00:00 UTC,15.08,27.83,35.01,10191.00,-63.02,80.58,35.13,19.58,
2019-06-15 00:00:00 UTC,15.08,27.83,35.01,10191.00,-63.02,80.58,35.13,19.58
2019-06-16 00:00:00 UTC,5.46,8.37,9.82,11631.17,-61.82,80.97,35.89,7.20,
2019-06-16 00:00:00 UTC,5.46,8.37,9.82,11631.17,-61.82,80.97,35.89,7.20
2019-06-17 00:00:00 UTC,2.04,3.99,5.77,13073.10,-65.52,81.63,34.71,3.99,
2019-06-17 00:00:00 UTC,2.04,3.99,5.77,13073.10,-65.52,81.63,34.71,3.99
2019-06-18 00:00:00 UTC,10.99,17.99,21.40,14514.10,-64.52,81.93,34.13,14.16,
2019-06-18 00:00:00 UTC,10.99,17.99,21.40,14514.10,-64.52,81.93,34.13,14.16
2019-06-19 00:00:00 UTC,8.27,14.52,18.17,15951.00,-60.91,83.48,33.97,13.59,
2019-06-19 00:00:00 UTC,8.27,14.52,18.17,15951.00,-60.91,83.48,33.97,13.59
2019-06-20 00:00:00 UTC,3.97,6.50,8.15,17391.00,-60.80,82.06,31.07,5.84,
2019-06-20 00:00:00 UTC,3.97,6.50,8.15,17391.00,-60.80,82.06,31.07,5.84
2019-06-21 00:00:00 UTC,1.58,2.78,3.68,18831.00,-61.72,80.51,28.66,2.78,
2019-06-21 00:00:00 UTC,1.58,2.78,3.68,18831.00,-61.72,80.51,28.66,2.78
2019-06-22 00:00:00 UTC,2.02,3.40,4.24,20271.05,-63.88,82.15,28.24,3.40,
2019-06-22 00:00:00 UTC,2.02,3.40,4.24,20271.05,-63.88,82.15,28.24,3.40
2019-06-23 00:00:00 UTC,5.52,8.31,9.36,21711.00,-62.71,83.92,31.60,8.31,
2019-06-23 00:00:00 UTC,5.52,8.31,9.36,21711.00,-62.71,83.92,31.60,8.31
2019-06-24 00:00:00 UTC,38.98,109.67,229.29,23151.00,-65.03,85.45,36.30,77.78,
2019-06-24 00:00:00 UTC,38.98,109.67,229.29,23151.00,-65.03,85.45,36.30,77.78
2019-06-25 00:00:00 UTC,9.09,15.25,18.83,24591.00,-63.54,85.94,37.88,14.95,
2019-06-25 00:00:00 UTC,9.09,15.25,18.83,24591.00,-63.54,85.94,37.88,14.95
2019-06-26 00:00:00 UTC,3.70,6.38,7.77,26031.00,-62.88,84.50,33.62,6.38,
2019-06-26 00:00:00 UTC,3.70,6.38,7.77,26031.00,-62.88,84.50,33.62,6.38
2019-06-27 00:00:00 UTC,3.02,5.13,6.29,27471.00,-63.62,83.80,31.78,5.05,
2019-06-27 00:00:00 UTC,3.02,5.13,6.29,27471.00,-63.62,83.80,31.78,5.05
2019-06-28 00:00:00 UTC,3.34,5.84,7.27,28911.17,-63.05,84.08,31.41,5.84,
2019-06-28 00:00:00 UTC,3.34,5.84,7.27,28911.17,-63.05,84.08,31.41,5.84
2019-06-29 00:00:00 UTC,5.67,9.19,10.97,30351.00,-62.24,85.83,33.81,9.19,
2019-06-29 00:00:00 UTC,5.67,9.19,10.97,30351.00,-62.24,85.83,33.81,9.19
2019-06-30 00:00:00 UTC,2.52,4.46,5.79,31791.37,-65.09,86.01,30.78,4.46,
2019-06-30 00:00:00 UTC,2.52,4.46,5.79,31791.37,-65.09,86.01,30.78,4.46
2019-07-01 00:00:00 UTC,1.71,3.84,6.11,33231.00,-63.49,84.31,28.53,3.79,
2019-07-01 00:00:00 UTC,1.71,3.84,6.11,33231.00,-63.49,84.31,28.53,3.79
2019-07-02 00:00:00 UTC,2.46,4.38,5.89,20914.39,-61.99,82.40,27.33,4.27,
2019-07-02 00:00:00 UTC,2.46,4.38,5.89,20914.39,-61.99,82.40,27.33,4.27
2019-07-03 00:00:00 UTC,7.41,11.61,13.41,1283.81,-64.38,82.52,27.49,9.18,
2019-07-03 00:00:00 UTC,7.41,11.61,13.41,1283.81,-64.38,82.52,27.49,9.18
2019-07-04 00:00:00 UTC,7.69,13.01,16.07,2722.69,-64.78,83.51,29.12,10.59,
2019-07-04 00:00:00 UTC,7.69,13.01,16.07,2722.69,-64.78,83.51,29.12,10.59
2019-07-05 00:00:00 UTC,3.38,5.42,6.51,3287.10,-62.66,84.85,29.64,5.42,
2019-07-05 00:00:00 UTC,3.38,5.42,6.51,3287.10,-62.66,84.85,29.64,5.42
2019-07-06 00:00:00 UTC,2.51,4.21,5.18,499.02,-63.20,84.89,30.67,4.21,
2019-07-06 00:00:00 UTC,2.51,4.21,5.18,499.02,-63.20,84.89,30.67,4.21
2019-07-07 00:00:00 UTC,7.44,11.85,13.91,1729.00,-62.56,84.91,30.22,9.65,
2019-07-07 00:00:00 UTC,7.44,11.85,13.91,1729.00,-62.56,84.91,30.22,9.65
2019-07-08 00:00:00 UTC,4.68,7.44,8.77,3169.26,-61.74,84.70,29.53,7.20,
2019-07-08 00:00:00 UTC,4.68,7.44,8.77,3169.26,-61.74,84.70,29.53,7.20
2019-07-09 00:00:00 UTC,3.31,5.56,7.08,4609.00,-60.21,85.16,29.71,5.56,
2019-07-09 00:00:00 UTC,3.31,5.56,7.08,4609.00,-60.21,85.16,29.71,5.56
2019-07-10 00:00:00 UTC,6.41,11.45,15.35,6048.26,-62.05,86.62,31.69,10.84,
2019-07-10 00:00:00 UTC,6.41,11.45,15.35,6048.26,-62.05,86.62,31.69,10.84
2019-07-11 00:00:00 UTC,7.66,14.28,19.84,7486.21,-60.68,87.40,30.92,11.69,
2019-07-11 00:00:00 UTC,7.66,14.28,19.84,7486.21,-60.68,87.40,30.92,11.69
2019-07-12 00:00:00 UTC,2.08,4.36,6.77,8929.00,-54.87,87.53,30.50,4.36,
2019-07-12 00:00:00 UTC,2.08,4.36,6.77,8929.00,-54.87,87.53,30.50,4.36
2019-07-13 00:00:00 UTC,7.19,11.84,14.05,10369.00,-55.00,87.18,29.58,9.62,
2019-07-13 00:00:00 UTC,7.19,11.84,14.05,10369.00,-55.00,87.18,29.58,9.62
2019-07-14 00:00:00 UTC,2.53,4.51,5.91,963.31,-58.58,86.19,29.92,4.51,
2019-07-14 00:00:00 UTC,2.53,4.51,5.91,963.31,-58.58,86.19,29.92,4.51
2019-07-15 00:00:00 UTC,6.65,15.02,25.13,2084.48,-59.46,84.99,28.79,12.85,
2019-07-15 00:00:00 UTC,6.65,15.02,25.13,2084.48,-59.46,84.99,28.79,12.85
2019-07-16 00:00:00 UTC,6.43,13.41,20.48,1258.49,-59.67,85.61,28.23,12.80,
2019-07-16 00:00:00 UTC,6.43,13.41,20.48,1258.49,-59.67,85.61,28.23,12.80
2019-07-17 00:00:00 UTC,7.65,14.42,20.47,685.00,-59.97,86.38,29.84,13.69,
2019-07-17 00:00:00 UTC,7.65,14.42,20.47,685.00,-59.97,86.38,29.84,13.69
2019-07-18 00:00:00 UTC,2.06,3.61,4.59,1590.56,-61.10,86.28,29.32,3.60,
2019-07-18 00:00:00 UTC,2.06,3.61,4.59,1590.56,-61.10,86.28,29.32,3.60
2019-07-19 00:00:00 UTC,1.83,3.53,4.91,3029.00,-61.25,85.39,32.68,3.53,
2019-07-19 00:00:00 UTC,1.83,3.53,4.91,3029.00,-61.25,85.39,32.68,3.53
2019-07-20 00:00:00 UTC,2.88,4.90,6.00,4360.42,-64.08,85.44,33.14,4.67,
2019-07-20 00:00:00 UTC,2.88,4.90,6.00,4360.42,-64.08,85.44,33.14,4.67
2019-07-21 00:00:00 UTC,1.01,1.98,2.69,318.13,-66.44,84.97,30.97,1.98,
2019-07-21 00:00:00 UTC,1.01,1.98,2.69,318.13,-66.44,84.97,30.97,1.98
2019-07-22 00:00:00 UTC,2.78,4.70,5.72,759.00,-64.85,86.45,35.05,4.63,
2019-07-22 00:00:00 UTC,2.78,4.70,5.72,759.00,-64.85,86.45,35.05,4.63
2019-07-23 00:00:00 UTC,4.68,7.30,8.53,959.60,-65.67,87.81,32.48,7.30,
2019-07-23 00:00:00 UTC,4.68,7.30,8.53,959.60,-65.67,87.81,32.48,7.30
2019-07-24 00:00:00 UTC,4.93,7.81,9.14,1295.61,-65.23,89.84,33.70,7.81,
2019-07-24 00:00:00 UTC,4.93,7.81,9.14,1295.61,-65.23,89.84,33.70,7.81
2019-07-25 00:00:00 UTC,16.78,27.91,32.86,2737.18,-62.79,89.06,33.66,21.71,
2019-07-25 00:00:00 UTC,16.78,27.91,32.86,2737.18,-62.79,89.06,33.66,21.71
2019-07-26 00:00:00 UTC,1.48,2.82,3.62,4175.00,-57.29,90.32,31.35,2.82,
2019-07-26 00:00:00 UTC,1.48,2.82,3.62,4175.00,-57.29,90.32,31.35,2.82
2019-07-27 00:00:00 UTC,1.43,2.51,3.02,5615.00,-58.35,88.59,32.89,2.51,
2019-07-27 00:00:00 UTC,1.43,2.51,3.02,5615.00,-58.35,88.59,32.89,2.51
2019-07-28 00:00:00 UTC,1.01,1.82,2.19,7054.93,-58.68,87.76,31.64,1.82,
2019-07-28 00:00:00 UTC,1.01,1.82,2.19,7054.93,-58.68,87.76,31.64,1.82
2019-07-29 00:00:00 UTC,1.01,1.84,2.20,8495.00,-58.78,87.73,30.25,1.84,
2019-07-29 00:00:00 UTC,1.01,1.84,2.20,8495.00,-58.78,87.73,30.25,1.84
2019-07-30 00:00:00 UTC,1.29,2.31,2.85,9935.00,-58.75,87.95,31.05,2.31,
2019-07-30 00:00:00 UTC,1.29,2.31,2.85,9935.00,-58.75,87.95,31.05,2.31
2019-07-31 00:00:00 UTC,1.96,3.20,3.64,11375.00,-58.69,87.31,31.56,3.20,
2019-07-31 00:00:00 UTC,1.96,3.20,3.64,11375.00,-58.69,87.31,31.56,3.20
2019-08-01 00:00:00 UTC,2.33,3.77,4.29,12815.00,-58.81,87.20,31.80,3.77,
2019-08-01 00:00:00 UTC,2.33,3.77,4.29,12815.00,-58.81,87.20,31.80,3.77
2019-08-02 00:00:00 UTC,3.03,4.89,5.58,14255.00,-58.68,87.98,32.58,4.89,
2019-08-02 00:00:00 UTC,3.03,4.89,5.58,14255.00,-58.68,87.98,32.58,4.89
2019-08-03 00:00:00 UTC,6.17,9.86,11.51,15695.00,-60.40,87.58,31.04,9.41,
